JD,RV,RV_err,source
2454778.64765,22.887399,0.0061437652,STELLA
2454780.496027,22.987508,0.0063752526,STELLA
2454783.634615,23.183855,0.0063308018,STELLA
2454785.482047,23.281237,0.0065136238,STELLA
2454785.48344,23.269792,0.0073043682,STELLA
2454804.49971,23.953987,0.0085354544,STELLA
2454804.5011,23.945954,0.0082057946,STELLA
2454804.51753,23.922079,0.0082019159,STELLA
2454805.47546,23.955264,0.0081587915,STELLA
2454805.4838,23.945445,0.0082179607,STELLA
2454805.50831,24.024689,0.0081528776,STELLA
2454805.51385,23.985182,0.0082605832,STELLA
2454806.45793,23.927313,0.0083182666,STELLA
2454806.45929,23.921092,0.0085624866,STELLA
2454806.46801,23.997234,0.0084323965,STELLA
2454807.46875,24.055247,0.0088147686,STELLA
2454807.47477,24.093023,0.0089428183,STELLA
2454812.4903,24.210289,0.0091282239,STELLA
2454817.47198,24.200786,0.0094165606,STELLA
2454817.51778,24.190446,0.0090135821,STELLA
2454822.5284,24.253136,0.0098250014,STELLA
2454834.36014,24.358304,0.0099072908,STELLA
2454834.36948,24.365884,0.0091342896,STELLA
2454834.37087,24.383311,0.0091856743,STELLA
2454834.52217,24.514741,0.0092419042,STELLA
2454835.36244,24.406826,0.00880057,STELLA
2454835.36423,24.413606,0.009243294,STELLA
2454835.37346,24.466346,0.009101024,STELLA
2454835.37484,24.481129,0.0092712197,STELLA
2454835.38874,24.447601,0.0093770872,STELLA
2454836.38926,24.441597,0.0089401708,STELLA
2454851.51537,24.959952,0.0078815462,STELLA
2454851.52079,24.968279,0.0077577437,STELLA
2454851.52267,24.965941,0.0080044354,STELLA
2454851.52476,24.97825,0.0078698073,STELLA
2454851.52759,24.958541,0.0080697291,STELLA
2454852.51606,24.979828,0.0079313697,STELLA
2454852.51745,24.955918,0.0076862579,STELLA
2454853.5215,24.99861,0.008019572,STELLA
2454855.50136,25.032646,0.0080959784,STELLA
2454858.502,25.113088,0.0072814514,STELLA
2454859.5237,25.114702,0.0088915736,STELLA
2454861.5053,25.176726,0.007404219,STELLA
2454862.56652,25.180199,0.0070877153,STELLA
2454865.5329,25.239557,0.0078404601,STELLA
2454872.47475,25.292744,0.0058734286,STELLA
2454872.47677,25.265625,0.0061518402,STELLA
2454875.39513,25.330801,0.0055460283,STELLA
2454875.46251,25.309812,0.0059634058,STELLA
2454875.49204,25.310062,0.0061393725,STELLA
2454902.48563,25.020856,0.0080742019,STELLA
2454902.48702,25.006939,0.0079408585,STELLA
2454902.4884,24.996989,0.0075870636,STELLA
2454935.39451,24.002444,0.0080490836,STELLA
2454937.38795,23.910486,0.0082612646,STELLA
2454937.38933,23.91319,0.0080702101,STELLA
2454941.36867,23.865351,0.0086969222,STELLA
2454941.37018,23.814424,0.0086591321,STELLA
2454942.37125,23.912408,0.0090195207,STELLA
2454942.37292,23.896646,0.0090885723,STELLA
2454942.37464,23.881334,0.0090768873,STELLA
2454944.36656,23.865517,0.0089397781,STELLA
2454944.36895,23.86512,0.0089326079,STELLA
2455062.73145,22.50334,0.014684346,STELLA
2455065.71378,22.524009,0.014151906,STELLA
2455070.70126,22.569704,0.015468935,STELLA
2455073.6844,22.676741,0.012367791,STELLA
2455073.71767,22.619685,0.0142874,STELLA
2455075.72801,22.729894,0.014987203,STELLA
2455081.7145,22.80404,0.015408684,STELLA
2455089.6427,23.014556,0.015027784,STELLA
2455089.66441,23.030531,0.014834498,STELLA
2455098.64189,23.270715,0.014517302,STELLA
2455100.61403,23.350211,0.015599408,STELLA
2455107.71625,23.497425,0.017614304,STELLA
2455108.7111,23.593844,0.014960149,STELLA
2455115.69587,23.712822,0.014610706,STELLA
2455118.71393,23.800315,0.014111948,STELLA
2455124.68006,23.872906,0.013144057,STELLA
2455132.66203,23.794376,0.012764867,STELLA
2455142.64573,23.491266,0.013167965,STELLA
2455144.70633,23.434822,0.013563964,STELLA
2455146.73535,23.316849,0.013406066,STELLA
2455154.51577,23.135946,0.012825963,STELLA
2455156.66662,23.1397,0.013365717,STELLA
2455159.7647,22.979037,0.013870237,STELLA
2455163.71905,22.913146,0.013804591,STELLA
2455167.66029,22.792911,0.013951372,STELLA
2455168.51583,22.770568,0.014001234,STELLA
2455170.6814,22.704764,0.014630651,STELLA
2455173.50232,22.695768,0.01389576,STELLA
2455204.58768,22.438217,0.014175239,STELLA
2455208.51377,22.500595,0.014794403,STELLA
2455208.51699,22.510348,0.014532022,STELLA
2455208.52771,22.564821,0.014566465,STELLA
2455210.49995,22.558405,0.015081339,STELLA
2455211.45192,22.615268,0.014300529,STELLA
2455212.4759,22.56606,0.014531139,STELLA
2455214.4337,22.661973,0.014940425,STELLA
2455215.53446,22.691061,0.014637308,STELLA
2455216.49327,22.761698,0.014786681,STELLA
2455218.53151,22.81332,0.014794706,STELLA
2455221.50689,22.930838,0.015941043,STELLA
2455236.48332,23.434405,0.016271743,STELLA
2455241.50525,23.622624,0.016237661,STELLA
2455251.44815,23.973829,0.016190094,STELLA
2455267.40169,24.289784,0.015314694,STELLA
2455272.40427,24.362393,0.015463445,STELLA
2455280.35185,24.212584,0.014742507,STELLA
2455282.37221,24.165596,0.01479534,STELLA
2455287.39577,24.000981,0.014384747,STELLA
2455290.37158,23.845253,0.014634695,STELLA
2455295.35416,23.602394,0.014122913,STELLA
2455441.71062,23.632162,0.0074359325,STELLA
2455452.68095,23.845221,0.011174407,STELLA
2455503.53259,20.36384,0.012455666,STELLA
2455525.6801,21.072014,0.015665509,STELLA
2455528.66419,21.159672,0.014209443,STELLA
2455597.52212,19.997468,0.011069938,STELLA
2455600.55229,20.405166,0.023192472,STELLA
2455612.46444,20.272856,0.015126935,STELLA
2455618.49523,20.313506,0.014155661,STELLA
2455623.42553,20.366257,0.013269576,STELLA
2455637.37291,20.585841,0.01126292,STELLA
2455638.41674,20.719066,0.010933312,STELLA
2455641.41168,21.346641,0.011420945,STELLA
2455655.35543,21.180782,0.0096925831,STELLA
2455790.7266,19.47497,0.010760171,STELLA
2455796.7185,19.706506,0.011259934,STELLA
2455799.7015,19.770448,0.011312359,STELLA
2455802.7243,19.91351,0.011882601,STELLA
2455805.7178,20.007811,0.010850437,STELLA
2455812.683,20.19541,0.012138357,STELLA
2455815.6717,20.40585,0.012430659,STELLA
2455817.6628,20.460603,0.012693176,STELLA
2455821.6947,20.55311,0.012105152,STELLA
2455822.7368,20.676506,0.012671662,STELLA
2455824.6701,20.736125,0.012474885,STELLA
2455824.6867,20.733347,0.011805274,STELLA
2455825.6506,20.753491,0.012256755,STELLA
2455858.5897,20.910404,0.012631886,STELLA
2455860.5402,20.683067,0.01242602,STELLA
2455860.5889,20.724692,0.012746338,STELLA
2455860.605,20.828984,0.013016217,STELLA
2455862.5353,20.670877,0.014337797,STELLA
2455863.5436,20.612623,0.012907933,STELLA
2455863.5987,20.620722,0.012250126,STELLA
2455868.5173,20.194773,0.013977346,STELLA
2455871.7323,20.226586,0.012561589,STELLA
2455872.543,20.080634,0.012629477,STELLA
2455873.6744,20.044085,0.012901642,STELLA
2455874.6584,20.090831,0.013751685,STELLA
2455875.5751,19.994241,0.012281612,STELLA
2455875.5923,19.980483,0.012039787,STELLA
2455876.5513,19.941529,0.012254739,STELLA
2455876.6805,19.762538,0.011354699,STELLA
2455880.516,19.623073,0.011368683,STELLA
2455880.6334,19.733979,0.011710963,STELLA
2455880.6451,19.738801,0.011962265,STELLA
2455881.5418,19.608202,0.011761576,STELLA
2455882.5109,19.664568,0.011387617,STELLA
2455883.5564,19.61189,0.011956319,STELLA
2455884.5433,19.604908,0.011149412,STELLA
2455886.521,19.518703,0.011868078,STELLA
2455886.5844,19.526105,0.01103738,STELLA
2455890.6941,19.411136,0.011396832,STELLA
2455893.5304,19.318672,0.011163594,STELLA
2455894.4744,19.274886,0.010494327,STELLA
2455919.5635,18.647374,0.013001598,STELLA
2455921.4667,18.661306,0.012953244,STELLA
2455923.4601,18.44651,0.013401829,STELLA
2455928.4112,18.156013,0.012909771,STELLA
2455928.4159,18.157784,0.013174442,STELLA
2455928.4206,18.154474,0.013147257,STELLA
2455928.4253,18.114642,0.01305312,STELLA
2455928.4335,18.144883,0.013171224,STELLA
2455928.476,18.137669,0.012359817,STELLA
2455928.5787,18.197923,0.012486733,STELLA
2455929.5401,18.111447,0.013039353,STELLA
2455932.4547,17.928264,0.013720363,STELLA
2455932.6137,17.889291,0.012925178,STELLA
2455934.6034,17.70576,0.013543183,STELLA
2455937.4387,17.463511,0.013692824,STELLA
2455937.5749,17.450702,0.013669062,STELLA
2455937.6448,17.488823,0.013469657,STELLA
2455943.4352,17.032727,0.013792632,STELLA
2455950.5049,16.428738,0.014472342,STELLA
2455953.4894,16.231536,0.014488751,STELLA
2455954.537,16.147964,0.014379068,STELLA
2455955.5058,15.981094,0.014456702,STELLA
2455958.5091,15.922807,0.014311738,STELLA
2455960.5528,15.955205,0.013569243,STELLA
2455962.4989,15.780691,0.014504654,STELLA
2455964.49,15.764652,0.014125882,STELLA
2455965.5102,15.762686,0.014639225,STELLA
2455980.4268,15.873174,0.01526862,STELLA
2455983.5154,16.002385,0.015360198,STELLA
2455987.5145,16.206551,0.015337648,STELLA
2455991.5098,16.261261,0.015367575,STELLA
2456002.4338,16.623334,0.015352374,STELLA
2456012.3914,16.843382,0.017058473,STELLA
2456153.7304,19.225752,0.0077525256,STELLA
2456158.7217,19.087288,0.0086442864,STELLA
2456165.7238,19.154525,0.0080365471,STELLA
2456171.7182,19.143336,0.0082297868,STELLA
2456175.7047,19.126812,0.0077632816,STELLA
2456179.7125,19.166737,0.0087426976,STELLA
2456182.7088,19.021361,0.0089075424,STELLA
2456184.7367,19.090142,0.0085376954,STELLA
2456186.721,19.038823,0.0085809024,STELLA
2456193.6589,19.173949,0.0081230646,STELLA
2456198.7013,19.312261,0.0088856132,STELLA
2456199.7373,19.174572,0.0086554291,STELLA
2456200.7312,19.101129,0.0081682849,STELLA
2456201.7496,19.201612,0.0086829271,STELLA
2456205.6429,19.23991,0.0087096321,STELLA
2456206.7021,19.263007,0.0084092793,STELLA
2456207.7524,19.274391,0.0091936779,STELLA
2456208.7465,19.228159,0.0083878723,STELLA
2456209.6793,19.224102,0.0082619907,STELLA
2456211.7446,18.677103,0.0077698371,STELLA
2456214.6094,19.195234,0.007436928,STELLA
2456224.5819,17.791177,0.0057075039,STELLA
2456282.6494,20.262517,0.010719072,STELLA
2456283.5433,19.979751,0.01060304,STELLA
2456284.5287,20.184376,0.010416612,STELLA
2456285.5256,20.124375,0.010035443,STELLA
2456287.4621,20.097737,0.010672908,STELLA
2456287.6146,20.102197,0.010483952,STELLA
2456287.6258,20.12698,0.010543319,STELLA
2456288.4659,20.054107,0.010368666,STELLA
2456288.5866,20.112267,0.01072179,STELLA
2456289.4783,20.072184,0.011112452,STELLA
2456290.5194,20.089829,0.010674215,STELLA
2456291.4946,20.075798,0.010577816,STELLA
2456292.4824,20.039877,0.011477165,STELLA
2456292.6131,20.056777,0.01065511,STELLA
2456293.4908,20.050207,0.011189208,STELLA
2456294.6016,19.946792,0.010949053,STELLA
2456294.6176,19.93116,0.010742172,STELLA
2456295.5013,19.994818,0.011205273,STELLA
2456296.4723,19.858133,0.011493033,STELLA
2456296.6479,19.867912,0.0117546,STELLA
2456297.512,19.866722,0.011833464,STELLA
2456298.5526,19.830409,0.011954235,STELLA
2456299.4104,19.697317,0.011787262,STELLA
2456327.4147,18.278936,0.0075327542,STELLA
2456330.4706,17.784069,0.0098432123,STELLA
2456332.5471,17.69215,0.010799376,STELLA
2456338.4284,17.351376,0.010071909,STELLA
2456341.3991,17.140387,0.010795134,STELLA
2456345.4313,16.963555,0.010739808,STELLA
2456348.4454,16.781137,0.0099563201,STELLA
2456350.5127,16.434196,0.011338701,STELLA
2456354.4435,16.202156,0.011385895,STELLA
2456361.3451,15.940536,0.0096653432,STELLA
2456363.3767,15.993367,0.0081129669,STELLA
2456363.441,16.077582,0.010435456,STELLA
2456364.3475,16.075136,0.0078697959,STELLA
2456364.3554,15.988976,0.0085282808,STELLA
2456364.4087,15.944385,0.0086059606,STELLA
2456365.3498,15.808626,0.0097585109,STELLA
2456365.3902,15.808011,0.008562161,STELLA
2456365.3995,15.812629,0.0082143598,STELLA
2456365.4023,15.803584,0.0087273022,STELLA
2456365.4051,15.905557,0.0098898848,STELLA
2456365.4142,15.844075,0.010527434,STELLA
2456365.4232,15.868164,0.0097779706,STELLA
2456365.426,15.847748,0.010018351,STELLA
2456365.4444,15.865923,0.0094895962,STELLA
2456366.3514,15.697503,0.010286977,STELLA
2456366.3727,15.69721,0.0098653886,STELLA
2456366.3816,15.701395,0.0098345166,STELLA
2456366.3885,15.722119,0.0097477801,STELLA
2456366.3974,15.752195,0.009877634,STELLA
2456366.4001,15.723996,0.010077466,STELLA
2456366.4028,15.775495,0.0099583417,STELLA
2456367.3683,15.621463,0.0096336259,STELLA
2456367.3884,15.602564,0.0095951384,STELLA
2456367.3988,15.639908,0.010029942,STELLA
2456367.4115,15.718013,0.013355121,STELLA
2456369.3636,15.608783,0.0091155888,STELLA
2456372.3532,15.713106,0.0090819316,STELLA
2456372.3621,15.693557,0.01027443,STELLA
2456372.3691,15.693918,0.0096379741,STELLA
2456373.4143,15.675406,0.0083449711,STELLA
2456376.4028,15.708262,0.0090266159,STELLA
2456377.3504,15.779801,0.0090917325,STELLA
2456377.3636,15.820067,0.008460802,STELLA
2456378.3989,15.682439,0.0088922954,STELLA
2456379.3994,15.481224,0.0095245852,STELLA
2456380.3797,15.90046,0.0095010658,STELLA
2456380.3927,15.896691,0.0096801172,STELLA
2456380.4078,15.856712,0.0097470633,STELLA
2456380.4141,15.794576,0.0093003546,STELLA
2456380.4292,15.754973,0.0098136671,STELLA
2456381.3709,15.69696,0.0092160663,STELLA
2456381.3798,15.792616,0.010444977,STELLA
2456381.4028,15.727131,0.0098885598,STELLA
2456381.4056,15.826861,0.0086910195,STELLA
2456381.4207,15.748064,0.010053956,STELLA
2456381.4388,15.585153,0.010427335,STELLA
2456382.3518,15.755881,0.010151334,STELLA
2456382.3685,15.711515,0.0092976509,STELLA
2456382.3865,15.763984,0.0094306248,STELLA
2456384.3926,15.973312,0.0096439502,STELLA
2456392.3925,15.984316,0.010936028,STELLA
2456395.3564,15.997119,0.0088880057,STELLA
2456396.3568,15.979958,0.010681333,STELLA
2456397.3598,16.037959,0.0096757121,STELLA
2456398.3577,16.068925,0.0093296904,STELLA
2456399.3579,16.024649,0.011067056,STELLA
2456400.3583,16.155543,0.01074463,STELLA
2456401.3596,16.170992,0.0097844627,STELLA
2456408.3615,16.425225,0.0094569257,STELLA
2456528.7045,19.982314,0.009407364,STELLA
2456531.6964,20.181617,0.0099806385,STELLA
2456532.7201,20.269827,0.0099043352,STELLA
2456533.6994,20.280049,0.0092588829,STELLA
2456534.7147,20.228867,0.0090624178,STELLA
2456536.7333,20.22091,0.010859997,STELLA
2456538.6805,20.146492,0.0093798757,STELLA
2456538.7334,20.272,0.010208336,STELLA
2456541.6903,20.003859,0.0092830097,STELLA
2456542.6723,19.939569,0.0093495935,STELLA
2456543.6633,19.927632,0.0094552314,STELLA
2456543.7055,19.986514,0.0095680328,STELLA
2456543.7232,20.07316,0.0094154878,STELLA
2456544.661,19.664853,0.0089255705,STELLA
2456544.691,18.831406,0.0079648846,STELLA
2456544.7242,19.03787,0.010534331,STELLA
2456545.6608,19.94658,0.0096815841,STELLA
2456548.7316,19.944186,0.010493725,STELLA
2456549.6668,19.969828,0.010027678,STELLA
2456551.6896,19.795216,0.010604865,STELLA
2456551.7155,19.736544,0.010098156,STELLA
2456551.7331,19.913919,0.010011996,STELLA
2456553.7362,20.059902,0.0097148803,STELLA
2456556.7072,20.02315,0.0090862252,STELLA
2456558.7493,19.792042,0.0085956326,STELLA
2456562.6173,19.674561,0.0091606866,STELLA
2456564.7267,19.835119,0.0087181959,STELLA
2456565.7302,19.89727,0.0098050132,STELLA
2456567.7441,20.025459,0.010071325,STELLA
2456570.5965,19.50055,0.0086707201,STELLA
2456571.7252,19.500064,0.0094328645,STELLA
2456572.6525,19.478931,0.0099106366,STELLA
2456573.6241,19.597511,0.010734242,STELLA
2456573.714,19.543894,0.0090455999,STELLA
2456574.6424,19.630466,0.010558957,STELLA
2456574.7291,19.409757,0.0095572862,STELLA
2456575.6473,19.577402,0.010209492,STELLA
2456575.7169,19.56506,0.01039851,STELLA
2456577.5848,19.530913,0.0093984606,STELLA
2456577.7205,20.228526,0.0093977034,STELLA
2456578.6154,19.494212,0.0097718624,STELLA
2456579.6065,19.542166,0.010824776,STELLA
2456580.566,19.45173,0.0099052947,STELLA
2456580.6617,19.532131,0.010653102,STELLA
2456580.7543,19.46561,0.0094518388,STELLA
2456581.5883,19.453064,0.0098276552,STELLA
2456581.6522,19.528793,0.011102989,STELLA
2456581.7,19.579705,0.010353047,STELLA
2456581.7549,19.587045,0.01087231,STELLA
2456582.5839,19.576878,0.010503369,STELLA
2456582.6127,19.47533,0.01049136,STELLA
2456582.7108,19.449384,0.010571671,STELLA
2456586.6139,19.410246,0.009475102,STELLA
2456588.6058,19.281136,0.0096313682,STELLA
2456592.762,19.328469,0.010892218,STELLA
2456595.6755,19.419936,0.0078516267,STELLA
2456597.7301,19.490265,0.010137214,STELLA
2456598.6587,19.378077,0.0093823668,STELLA
2456601.5937,19.453755,0.010031527,STELLA
2456602.7682,19.501033,0.0082690679,STELLA
2456604.5944,19.563158,0.0066505294,STELLA
2456606.6322,19.604215,0.0080231881,STELLA
2456608.5626,19.484368,0.010023121,STELLA
2456612.762,19.698681,0.010741715,STELLA
2456622.7437,19.780945,0.01164833,STELLA
2456630.5073,18.940236,0.010189024,STELLA
2456632.4283,18.820639,0.010282915,STELLA
2456701.5337,17.441139,0.0091871875,STELLA
2456707.5366,17.084257,0.0091598163,STELLA
2456710.445,17.320951,0.008001259,STELLA
2456713.4363,17.193139,0.0078818138,STELLA
2456714.4897,17.222387,0.0067528498,STELLA
2456715.466,17.17725,0.0078668748,STELLA
2456715.5053,17.165136,0.008556734,STELLA
2456716.4649,17.175244,0.0072766698,STELLA
2456716.49,17.142706,0.0085951702,STELLA
2456716.5059,17.136566,0.0075216726,STELLA
2456717.4639,17.23799,0.0067043449,STELLA
2456718.4611,17.146355,0.0088396328,STELLA
2456719.452,17.110656,0.0091863756,STELLA
2456719.5053,17.10131,0.0087847331,STELLA
2456720.4523,17.077934,0.0071591074,STELLA
2456720.4879,17.116014,0.0086814303,STELLA
2456720.5039,17.089605,0.0089807242,STELLA
2456721.4432,17.070801,0.006911813,STELLA
2456721.5017,17.087865,0.008178301,STELLA
2456722.4444,17.007214,0.0068480043,STELLA
2456730.4592,16.885246,0.0080444946,STELLA
2456734.4687,16.834621,0.0091278626,STELLA
2456737.3502,16.948166,0.0075437299,STELLA
2456741.442,16.805776,0.0092768958,STELLA
2456744.4371,16.79806,0.008884733,STELLA
2456756.3868,16.991615,0.010419907,STELLA
2456763.3919,16.847302,0.0086452725,STELLA
2456765.3748,17.208846,0.010274942,STELLA
2456885.7249,20.773045,0.0066447698,STELLA
2456895.6983,20.774214,0.0079031481,STELLA
2456895.7103,20.790196,0.0077806222,STELLA
2456895.73,20.750873,0.0078751792,STELLA
2456895.7337,20.763104,0.0077402398,STELLA
2456899.6894,21.01668,0.014019284,STELLA
2456907.7235,20.685555,0.0072853256,STELLA
2456908.7262,20.686749,0.0071636704,STELLA
2456910.7403,20.707183,0.007537506,STELLA
2456913.7396,20.431994,0.0097073384,STELLA
2456916.7104,20.625369,0.0091768283,STELLA
2456920.723,20.726331,0.0076632665,STELLA
2456923.682,20.730249,0.0078569314,STELLA
2456924.7494,20.806877,0.007891233,STELLA
2456928.7504,20.845601,0.0075756361,STELLA
2456931.6968,21.123063,0.0068827239,STELLA
2456933.727,21.111859,0.0069025667,STELLA
2456935.7394,21.18744,0.0078281368,STELLA
2456937.7469,21.414248,0.0074951944,STELLA
2456938.754,21.288046,0.009302267,STELLA
2456939.65,21.475091,0.0068104319,STELLA
2456939.6756,21.454259,0.0071403521,STELLA
2456939.6794,21.455877,0.0074216188,STELLA
2456940.6495,21.483453,0.0067792282,STELLA
2456940.6873,21.478627,0.0077645654,STELLA
2456940.6991,21.387049,0.0085730865,STELLA
2456940.7027,21.483974,0.0078542914,STELLA
2456940.7216,21.344737,0.0077030725,STELLA
2456940.7445,21.452524,0.0086485057,STELLA
2456940.7557,21.48362,0.0077876829,STELLA
2456941.6437,21.525452,0.0077793305,STELLA
2456941.676,21.462194,0.0078506984,STELLA
2456942.6632,21.575517,0.007108264,STELLA
2456942.7285,21.523009,0.0068986444,STELLA
2456945.6291,21.681894,0.0065082386,STELLA
2456945.7316,21.616058,0.0075947575,STELLA
2456945.7519,21.645564,0.0075556127,STELLA
2456945.7555,21.650217,0.0075780534,STELLA
2456946.6292,21.68082,0.0071254274,STELLA
2456946.6451,21.643048,0.0077128338,STELLA
2456946.6721,21.636547,0.0076703673,STELLA
2456946.7307,21.520937,0.0079378751,STELLA
2456946.7473,21.476463,0.0076164164,STELLA
2456946.7548,21.466096,0.0077607515,STELLA
2456946.7584,21.472421,0.0073343169,STELLA
2456947.6379,21.617937,0.0072694311,STELLA
2456947.6451,21.663926,0.0070492566,STELLA
2456947.7089,21.635843,0.007175841,STELLA
2456947.7344,21.692054,0.0071715381,STELLA
2456947.742,21.6542,0.0071087112,STELLA
2456947.7494,21.708246,0.0070189675,STELLA
2456947.7574,21.665158,0.0074730104,STELLA
2456953.6013,21.745643,0.0078071461,STELLA
2456953.6436,21.763312,0.0078692671,STELLA
2456953.6783,21.736916,0.0070284227,STELLA
2456953.7057,21.677683,0.0072030134,STELLA
2456953.728,21.660555,0.0072646543,STELLA
2456953.7411,21.698522,0.0064862047,STELLA
2456953.7451,21.688424,0.0070287573,STELLA
2456953.7615,21.718617,0.0072344514,STELLA
2456954.618,21.591502,0.0077576808,STELLA
2456954.6347,21.720864,0.0069036902,STELLA
2456954.6559,21.621381,0.008086702,STELLA
2456954.6658,21.573137,0.0081538732,STELLA
2456954.6999,21.672637,0.0074701178,STELLA
2456954.7035,21.658551,0.0072997344,STELLA
2456954.7071,21.555391,0.007966004,STELLA
2456954.7301,21.566162,0.0087846981,STELLA
2456954.7418,21.54713,0.0081625332,STELLA
2456954.7461,21.666368,0.0080211701,STELLA
2456954.7501,21.655864,0.0080760334,STELLA
2456954.7581,21.798077,0.0076175941,STELLA
2456955.6228,21.901712,0.0071788726,STELLA
2456955.6389,21.902833,0.0075357261,STELLA
2456956.5995,21.764322,0.0074208985,STELLA
2456956.6466,21.706392,0.0074338544,STELLA
2456956.6638,21.70425,0.0070003641,STELLA
2456956.7013,21.511389,0.007400147,STELLA
2456958.6163,21.507517,0.018754085,STELLA
2456958.6499,21.722064,0.014495746,STELLA
2456960.5847,21.77935,0.0076944579,STELLA
2456960.6226,21.787498,0.0075593672,STELLA
2456960.7062,21.750155,0.0070480583,STELLA
2456960.7147,21.746604,0.0074762821,STELLA
2456960.7226,21.71886,0.0070922562,STELLA
2456960.7264,21.765419,0.0065407792,STELLA
2456960.7303,21.76179,0.0074565446,STELLA
2456960.7385,21.719482,0.0072192876,STELLA
2456960.7469,21.757131,0.0069178644,STELLA
2456960.7549,21.757168,0.0068584396,STELLA
2456960.7587,21.732831,0.007136175,STELLA
2456960.7631,21.746124,0.0073459202,STELLA
2456961.5893,21.75568,0.0074180341,STELLA
2456961.6062,21.741421,0.007260125,STELLA
2456961.61,21.698781,0.008208236,STELLA
2456961.7483,21.665582,0.0078359113,STELLA
2456961.7562,21.731022,0.0077458307,STELLA
2456961.7636,21.719459,0.0078826216,STELLA
2456962.6492,21.794904,0.0079767173,STELLA
2456967.5986,21.831281,0.0077848281,STELLA
2456967.7546,21.768757,0.0074475679,STELLA
2456968.7551,21.693042,0.0085405913,STELLA
2456968.7664,21.708891,0.0090479055,STELLA
2456968.7703,21.696724,0.0087694729,STELLA
2456969.7054,21.77155,0.0077904355,STELLA
2456969.7224,21.729232,0.007688953,STELLA
2456969.7268,21.668121,0.0080858363,STELLA
2456969.7386,21.605169,0.0085334268,STELLA
2456969.7555,21.604296,0.0072970228,STELLA
2456969.7594,21.548554,0.0079441055,STELLA
2456970.5941,21.760609,0.0077030166,STELLA
2456970.6282,21.767265,0.008161003,STELLA
2456970.6318,21.701174,0.0087642941,STELLA
2456970.6644,21.757176,0.0078861014,STELLA
2456970.686,21.756163,0.0077158328,STELLA
2456970.6942,21.766459,0.0076845435,STELLA
2456970.7019,21.761106,0.0074560989,STELLA
2456970.7061,21.762567,0.0078185709,STELLA
2456970.7097,21.737963,0.0073289473,STELLA
2456970.7179,21.740919,0.0081563682,STELLA
2456970.7369,21.780908,0.0077931752,STELLA
2456970.7407,21.748142,0.0078175146,STELLA
2456972.6976,21.789056,0.0082594037,STELLA
2456972.7503,21.786365,0.008064485,STELLA
2456972.7617,21.78677,0.0075273307,STELLA
2456981.7288,21.779809,0.010104763,STELLA
2456986.6095,21.960786,0.0077826319,STELLA
2456986.6702,21.925455,0.0081726588,STELLA
2456986.6783,21.92279,0.0082216288,STELLA
2456987.7096,21.988573,0.0082864304,STELLA
2456987.7208,21.980257,0.0088700436,STELLA
2456987.7677,21.976505,0.0080610966,STELLA
2456999.5863,22.108601,0.0080586874,STELLA
2457001.6112,22.050147,0.0084642673,STELLA
2457003.5929,22.216181,0.0091751961,STELLA
2457010.5745,22.35443,0.0075624874,STELLA
2457011.4762,22.417366,0.0075994704,STELLA
2457011.5159,22.375415,0.0083092331,STELLA
2457011.5244,22.38715,0.0084983541,STELLA
2457011.528,22.387063,0.0080523864,STELLA
2457011.5316,22.36945,0.0083994598,STELLA
2457011.5353,22.400564,0.0078130872,STELLA
